amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
400,1952-01-14,Approved,1,500,1,2011-04-12 11:49:37,5,1,5,155.12,400,5,84095,NancyEChandler@aol.com,124002971,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Medical),2800,573,619,654,711,623,1
800,1953-07-21,Approved,0,400,1,2011-04-12 18:18:25,8,1,12,84.03,500,6,84302,RuthJNeedham@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,School,2830,661,581,629,656,611,0
500,1966-09-05,Approved,1,650,0,2011-04-13 10:21:18,8,1,6,171.75,500,6,83706,LenaJWilliams@gmail.com,123103729,1 year or more,7-12 months,1-2 years,Monthly,Mobile,Bills (Auto),1800,521,517,554,596,585,0
600,1954-09-14,Approved,1,600,1,2011-04-13 12:38:09,6,1,6,171.75,500,6,84041,MildredVBurge@hotmail.com,124001545,4-12 months,6 months or less,3+ years,Monthly,Mobile,Bills (General),1200,576,602,643,640,614,1
300,1937-05-13,Approved,1,350,1,2011-04-13 13:24:24,8,1,6,103.05,300,6,84111,MonicaPEscobedo@gmail.com,124002971,1 year or more,1-2 years,3+ years,Monthly,Home,Bills (General),1213,596,554,560,652,610,1
500,1990-02-10,Approved,1,595,1,2011-04-13 14:54:37,5,1,10,92.17,500,5,83440,DavidSMilton@hotmail.com,324173082,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills (General),3000,677,631,649,699,594,1
800,1988-05-22,Approved,1,0,0,2011-04-13 14:59:40,8,1,6,171.75,500,6,83646,EdwardKWalker@yahoo.com,123103729,1 year or more,3+ years,6 months or less,Monthly,Mobile,Other,1500,548,517,537,594,583,0
600,1969-01-14,Approved,1,0,1,2011-04-13 16:16:26,8,1,6,171.75,500,6,83617,TammyAHeyer@aol.com,324172575,3 months or less,3+ years,6 months or less,Monthly,Home,Bills (Auto),727,454,538,554,663,606,0
400,1958-11-28,Approved,1,350,0,2011-04-14 03:06:24,8,1,13,61.91,400,6,84119,LindaASanders@hotmail.com,124001545,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (Medical),1800,513,536,569,633,578,0
800,1980-07-30,Approved,1,0,1,2011-04-14 07:11:20,6,1,13,77.39,500,6,84044,MaryDDobson@hotmail.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (General),1700,567,548,556,661,579,1
800,1959-10-01,Approved,0,590,0,2011-04-14 08:29:38,5,1,5,193.91,500,5,83660,LoisAHagen@gmail.com,124103799,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Bills (Medical),2500,716,515,524,634,581,1
500,1977-02-25,Approved,1,400,1,2011-04-14 08:42:39,5,1,5,193.91,500,5,83687,LulaMJustice@bing.com,123271978,1 year or more,7-12 months,7-12 months,Monthly,Mobile,Bills (General),1750,523,552,590,586,569,1
800,1983-03-26,Approved,1,700,0,2011-04-14 10:28:54,8,1,13,77.39,500,6,83651,BennettMMathis@gmail.com,324172575,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Bills (General),2240,576,599,614,594,581,0
400,1941-01-05,Approved,1,550,1,2011-04-14 15:26:30,8,1,8,115.88,400,8,83704,KatherineRWeiss@yahoo.com,324172575,1 year or more,3+ years,3+ years,Monthly,Home,Bills (General),2289,614,551,592,680,615,0
800,1951-09-03,Approved,0,0,1,2011-04-14 16:09:38,5,1,10,151.51,800,5,84120,NeilLGuerrero@aol.com,124302150,1 year or more,3+ years,7-12 months,Semi-monthly,Home,Bills (Auto),1340,638,521,547,680,572,1
800,1960-01-31,Approved,1,1200,1,2011-04-14 16:12:59,8,1,12,84.03,500,6,84054,RobertDPak@yahoo.com,124302150,1 year or more,6 months or less,6 months or less,Semi-monthly,Mobile,Bills (General),5400,546,621,613,631,617,0
800,1962-02-20,Approved,0,1600,1,2011-04-14 16:39:59,5,1,10,151.51,800,5,84032,JoyceKJones@bing.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Home,Bills (General),2600,597,620,665,705,646,1
500,1966-01-26,Approved,1,600,1,2011-04-14 16:41:07,5,1,10,92.17,500,5,84770,KarissaJPalmer@aol.com,124302930,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (General),1800,514,570,591,581,601,0
500,1951-08-13,Approved,0,0,1,2011-04-15 08:16:25,5,1,10,94.7,500,5,83301,RosaJSnodgrass@aol.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Gifts / Leisure,4000,460,573,633,678,602,1
500,1972-10-23,Approved,1,1200,1,2011-04-15 10:27:54,5,1,5,193.91,500,5,84062,ConnieSStrange@yahoo.com,124302914,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Medical),5000,550,614,667,692,640,0
500,1971-12-09,Approved,1,0,1,2011-04-15 13:10:44,5,1,5,193.91,500,5,83211,StaciaMPeters@hotmail.com,123271978,1 year or more,1-2 years,6 months or less,Monthly,Mobile,Other,1058,541,546,627,656,596,1
800,1951-03-09,Approved,1,450,1,2011-04-16 10:54:44,6,1,13,77.39,500,6,83642,PaulineBShearin@bing.com,324173626,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Medical),1050,598,530,532,658,587,0
700,1953-01-02,Approved,0,350,1,2011-04-16 13:24:28,8,1,6,171.75,500,6,84067,EdwardMMcFadden@bing.com,324377516,3 months or less,3+ years,3+ years,Monthly,Mobile,Other,1091,492,566,629,648,610,1
800,1952-08-12,Approved,1,500,0,2011-04-16 16:58:10,8,1,12,84.03,500,6,84058,NathanILittle@yahoo.com,324377516,1 year or more,7-12 months,7-12 months,Semi-monthly,Mobile,Bills (Medical),2400,732,579,590,680,613,1
500,1968-08-26,Approved,0,490,1,2011-04-16 18:37:23,5,1,10,92.17,500,5,57719,MadelineCAdams@bing.com,91408734,1 year or more,3+ years,7-12 months,Bi-weekly,Home,Bills (Home / Utilities),1000,534,538,574,669,594,0
300,1981-10-15,Approved,1,0,1,2011-04-16 18:45:43,3,1,6,83.09,300,3,84065,LanaTMcClain@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,1600,616,583,591,680,622,0
800,1946-03-06,Approved,1,529,1,2011-04-16 21:48:37,8,1,8,231.76,800,8,84116,BrianMSmith@bing.com,324079555,1 year or more,7-12 months,3+ years,Monthly,Mobile,Other,2050,583,612,649,659,628,1
800,1976-05-25,Approved,1,900,1,2011-04-17 11:24:27,8,1,13,77.39,500,6,84029,ElizabethNTester@gmail.com,124001545,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,Bills (Home / Utilities),3626,573,543,556,657,588,1
500,1960-06-09,Approved,1,650,1,2011-04-17 12:06:13,5,1,10,94.7,500,5,83858,GeraldTGish@bing.com,123103716,1 year or more,1-2 years,3+ years,Semi-monthly,Mobile,Bills (General),1800,329,571,616,650,618,0
600,1957-05-06,Approved,1,375,1,2011-04-17 21:15:49,5,1,10,92.17,500,5,83318,VernonPDiaz@aol.com,123103729,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),960,583,525,567,680,604,1
